Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
Q5SKN9	reviewed	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) (Long-chain fatty acyl-CoA synthetase) (LC-FACS)	TTHA0604	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	541	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; long-chain fatty acid-CoA ligase activity [GO:0004467]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]			ATP binding [GO:0005524]; identical protein binding [GO:0042802]; long-chain fatty acid-CoA ligase activity [GO:0004467]; magnesium ion binding [GO:0000287]; protein homodimerization activity [GO:0042803]	GO:0000287; GO:0004467; GO:0005524; GO:0042802; GO:0042803
Q5SL87	reviewed	Holliday junction branch migration complex subunit RuvB (EC 3.6.4.-)	ruvB TTHA0406	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	324	cytoplasm [GO:0005737]; Holliday junction resolvase complex [GO:0048476]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; four-way junction DNA binding [GO:0000400]; four-way junction helicase activity [GO:0009378]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]	DNA recombination [GO:0006310]; DNA repair [GO:0006281]	cytoplasm [GO:0005737]; Holliday junction resolvase complex [GO:0048476]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; four-way junction DNA binding [GO:0000400]; four-way junction helicase activity [GO:0009378]	GO:0000400; GO:0005524; GO:0005737; GO:0006281; GO:0006310; GO:0009378; GO:0016887; GO:0048476
Q5SM16	reviewed	tRNA (guanosine(18)-2'-O)-methyltransferase (EC 2.1.1.34) (tRNA [Gm18] methyltransferase)	trmH TTHA0127	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	194	tRNA (guanine(18)-2'-O)-methyltransferase activity [GO:0141100]; tRNA binding [GO:0000049]; tRNA guanine ribose methylation [GO:0002938]	tRNA guanine ribose methylation [GO:0002938]		tRNA (guanine(18)-2'-O)-methyltransferase activity [GO:0141100]; tRNA binding [GO:0000049]	GO:0000049; GO:0002938; GO:0141100
Q5SM25	reviewed	Bifunctional oligoribonuclease and PAP phosphatase NrnA (EC 3.1.-.-) (3'(2'),5'-bisphosphate nucleotidase) (EC 3.1.3.7) (3'-phosphoadenosine 5'-phosphate phosphatase) (PAP phosphatase)	nrnA TTHA0118	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	324	3'(2'),5'-bisphosphate nucleotidase activity [GO:0008441]; exonuclease activity [GO:0004527]; nucleic acid binding [GO:0003676]			3'(2'),5'-bisphosphate nucleotidase activity [GO:0008441]; exonuclease activity [GO:0004527]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004527; GO:0008441
Q5SMC7	reviewed	tRNA-dihydrouridine(20/20a) synthase (EC 1.3.1.-) (EC 1.3.1.91) (DusA-like U20-specific dihydrouridine synthase) (U20-specific Dus)	dus TTHA0016	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	342	flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; tRNA binding [GO:0000049]; tRNA dihydrouridine synthase activity [GO:0017150]; tRNA-dihydrouridine20 synthase activity [GO:0102264]; tRNA-dihydrouridine20a synthase activity [GO:0102266]; tRNA dihydrouridine synthesis [GO:0002943]	tRNA dihydrouridine synthesis [GO:0002943]		flavin adenine dinucleotide binding [GO:0050660]; FMN binding [GO:0010181]; tRNA binding [GO:0000049]; tRNA dihydrouridine synthase activity [GO:0017150]; tRNA-dihydrouridine20 synthase activity [GO:0102264]; tRNA-dihydrouridine20a synthase activity [GO:0102266]	GO:0000049; GO:0002943; GO:0010181; GO:0017150; GO:0050660; GO:0102264; GO:0102266
Q5SMF6	reviewed	Aconitate hydratase A (ACN) (Aconitase) (EC 4.2.1.3) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (Iron-responsive protein-like) (IRP-like) (Probable 2-methyl-cis-aconitate hydratase) (EC 4.2.1.99) (RNA-binding protein)	acoA TTHA0726	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	902	2-methylisocitrate dehydratase activity [GO:0047456]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; metal ion binding [GO:0046872]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]; lysine biosynthetic process [GO:0009085]; propionate metabolic process, methylcitrate cycle [GO:0019679]; tricarboxylic acid cycle [GO:0006099]	lysine biosynthetic process [GO:0009085]; propionate metabolic process, methylcitrate cycle [GO:0019679]; tricarboxylic acid cycle [GO:0006099]		2-methylisocitrate dehydratase activity [GO:0047456]; 4 iron, 4 sulfur cluster binding [GO:0051539]; aconitate hydratase activity [GO:0003994]; metal ion binding [GO:0046872]; mRNA 3'-UTR binding [GO:0003730]; mRNA binding [GO:0003729]	GO:0003729; GO:0003730; GO:0003994; GO:0006099; GO:0009085; GO:0019679; GO:0046872; GO:0047456; GO:0051539
Q5SMG8	reviewed	Magnesium transporter MgtE	mgtE TTHA1060	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	450	plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; magnesium ion transmembrane transporter activity [GO:0015095]; protein homodimerization activity [GO:0042803]; magnesium ion transport [GO:0015693]	magnesium ion transport [GO:0015693]	plasma membrane [GO:0005886]	identical protein binding [GO:0042802]; magnesium ion binding [GO:0000287]; magnesium ion transmembrane transporter activity [GO:0015095]; protein homodimerization activity [GO:0042803]	GO:0000287; GO:0005886; GO:0015095; GO:0015693; GO:0042802; GO:0042803
Q9RA63	reviewed	Chaperone protein ClpB	clpB TTHA1487	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	854	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; identical protein binding [GO:0042802]; cellular response to heat [GO:0034605]; protein refolding [GO:0042026]	cellular response to heat [GO:0034605]; protein refolding [GO:0042026]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; identical protein binding [GO:0042802]	GO:0005524; GO:0005737; GO:0016887; GO:0034605; GO:0042026; GO:0042802
O50606	reviewed	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg TTHA1806	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	267	8-oxo-7,8-dihydroguanine DNA N-glycosylase activity [GO:0034039]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]	base-excision repair [GO:0006284]		8-oxo-7,8-dihydroguanine DNA N-glycosylase activity [GO:0034039]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; zinc ion binding [GO:0008270]	GO:0003684; GO:0006284; GO:0008270; GO:0034039; GO:0140078
P0DOY6	reviewed	Small ribosomal subunit protein uS14 (30S ribosomal protein S14 type Z)	rpsZ rpsN TTHA1679	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	61	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]; translation [GO:0006412]	translation [GO:0006412]	cytoplasm [GO:0005737]; small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; zinc ion binding [GO:0008270]	GO:0003735; GO:0005737; GO:0006412; GO:0008270; GO:0015935; GO:0019843
P0DOY7	reviewed	Small ribosomal subunit protein uS17 (30S ribosomal protein S17)	rpsQ TTHA1683	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	105	cytosolic small ribosomal subunit [GO:0022627]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0019843; GO:0022627
P0DOY8	reviewed	Large ribosomal subunit protein uL6 (50S ribosomal protein L6)	rplF TTHA1677	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	180	cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]	cytoplasmic translation [GO:0002181]	cytosolic large ribosomal subunit [GO:0022625]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0002181; GO:0003735; GO:0019843; GO:0022625
P17291	reviewed	Small ribosomal subunit protein uS7 (30S ribosomal protein S7)	rpsG rps7 TTHA1696	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	156	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	translation [GO:0006412]	small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843
P23395	reviewed	Methionine--tRNA ligase (EC 6.1.1.10) (Methionyl-tRNA synthetase) (MetRS)	metG metS TTHA1298	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	618	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]; methionyl-tRNA aminoacylation [GO:0006431]	methionyl-tRNA aminoacylation [GO:0006431]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; methionine-tRNA ligase activity [GO:0004825]; tRNA binding [GO:0000049]	GO:0000049; GO:0004825; GO:0005524; GO:0005737; GO:0006431; GO:0046872
P26996	reviewed	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)]) (Tth DNA ligase)	ligA lig ligT TTHA1097	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	676	cytosol [GO:0005829]; DNA binding [GO:0003677]; DNA ligase (NAD+) activity [GO:0003911]; metal ion binding [GO:0046872]; DNA repair [GO:0006281]; DNA replication [GO:0006260]	DNA repair [GO:0006281]; DNA replication [GO:0006260]	cytosol [GO:0005829]	DNA binding [GO:0003677]; DNA ligase (NAD+) activity [GO:0003911]; metal ion binding [GO:0046872]	GO:0003677; GO:0003911; GO:0005829; GO:0006260; GO:0006281; GO:0046872
P29253	reviewed	Ribonuclease H (RNase H) (EC 3.1.26.4)	rnhA TTHA1556	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	166	cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523]; DNA replication, removal of RNA primer [GO:0043137]	DNA replication, removal of RNA primer [GO:0043137]	cytoplasm [GO:0005737]	magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; RNA-DNA hybrid ribonuclease activity [GO:0004523]	GO:0000287; GO:0003676; GO:0004523; GO:0005737; GO:0043137
P33197	reviewed	Isocitrate dehydrogenase [NADP] (ICDH) (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)	icd TTHA1535	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	496	isocitrate dehydrogenase (NAD+) activity [GO:0004449]; isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]; glyoxylate cycle [GO:0006097]; isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099]	glyoxylate cycle [GO:0006097]; isocitrate metabolic process [GO:0006102]; tricarboxylic acid cycle [GO:0006099]		isocitrate dehydrogenase (NAD+) activity [GO:0004449]; isocitrate dehydrogenase (NADP+) activity [GO:0004450]; magnesium ion binding [GO:0000287]; NAD binding [GO:0051287]	GO:0000287; GO:0004449; GO:0004450; GO:0006097; GO:0006099; GO:0006102; GO:0051287
P35871	reviewed	Large ribosomal subunit protein bL33 (50S ribosomal protein L33)	rpmG rpl33 TTHA0250	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	54	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	translation [GO:0006412]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:0019843; GO:1990904
P56690	reviewed	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	ileS TTHA1067	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	1043	cytoplasm [GO:0005737]; aminoacyl-tRNA deacylase activity [GO:0002161]; ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; isoleucyl-tRNA aminoacylation [GO:0006428]	isoleucyl-tRNA aminoacylation [GO:0006428]	cytoplasm [GO:0005737]	aminoacyl-tRNA deacylase activity [GO:0002161]; ATP binding [GO:0005524]; isoleucine-tRNA ligase activity [GO:0004822]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]	GO:0000049; GO:0002161; GO:0004822; GO:0005524; GO:0005737; GO:0006428; GO:0008270
P60339	reviewed	Elongation factor Tu-B (EF-Tu-B) (EC 3.6.5.3)	tufB TTHA0251	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	406	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]		cytosol [GO:0005829]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0003924; GO:0005525; GO:0005829
P60405	reviewed	Large ribosomal subunit protein uL2 (50S ribosomal protein L2)	rplB TTHA1689	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	276	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]; cytoplasmic translation [GO:0002181]	cytoplasmic translation [GO:0002181]	large ribosomal subunit [GO:0015934]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]	GO:0002181; GO:0003735; GO:0015934; GO:0016740; GO:0019843
P60493	reviewed	Large ribosomal subunit protein bL27 (50S ribosomal protein L27)	rpmA TTHA1782	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	85	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022625
P61503	reviewed	Superoxide dismutase [Mn] (EC 1.15.1.1)	sodA TTHA0557	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	204	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]		cytoplasm [GO:0005737]	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	GO:0004784; GO:0005737; GO:0046872
P80339	reviewed	Large ribosomal subunit protein bL32 (50S ribosomal protein L32)	rpmF rpl32 TTHA0418	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	60	large ribosomal subunit [GO:0015934]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	large ribosomal subunit [GO:0015934]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0015934
P80372	reviewed	Small ribosomal subunit protein uS3 (30S ribosomal protein S3)	rpsC rps3 TTHA1686	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	239	cytosolic small ribosomal subunit [GO:0022627]; mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	mRNA binding [GO:0003729]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003729; GO:0003735; GO:0006412; GO:0019843; GO:0022627
P80376	reviewed	Small ribosomal subunit protein uS11 (30S ribosomal protein S11)	rpsK rps11 TTHA1666	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	129	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:1990904
P80377	reviewed	Small ribosomal subunit protein uS13 (30S ribosomal protein S13)	rpsM rps13 TTHA1667	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	126	cytosol [GO:0005829]; small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	translation [GO:0006412]	cytosol [GO:0005829]; small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0005829; GO:0006412; GO:0015935; GO:0019843
P80380	reviewed	Small ribosomal subunit protein bS20 (30S ribosomal protein S20)	rpsT rps20 TTHA1397	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	106	small ribosomal subunit [GO:0015935]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	small ribosomal subunit [GO:0015935]	small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0015935; GO:0070181
Q53VZ7	unreviewed	Reverse gyrase (EC 5.6.2.-)	rgy TTHB172	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	1116	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; reverse gyrase activity [GO:0160097]; zinc ion binding [GO:0008270]; DNA replication [GO:0006260]; DNA topological change [GO:0006265]	DNA replication [GO:0006260]; DNA topological change [GO:0006265]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity [GO:0003918]; reverse gyrase activity [GO:0160097]; zinc ion binding [GO:0008270]	GO:0003677; GO:0003918; GO:0005524; GO:0005737; GO:0006260; GO:0006265; GO:0008270; GO:0016887; GO:0160097
Q53W19	reviewed	CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1 (subtype III-A) (ssDNase Cas10) (EC 3.1.-.-) (Cyclic oligoadenylate synthase) (EC 2.7.7.-)	cas10 csm1 TTHB147	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	805	ATP binding [GO:0005524]; endonuclease activity [GO:0004519]; exonuclease activity [GO:0004527]; RNA binding [GO:0003723]; transferase activity [GO:0016740]; defense response to virus [GO:0051607]	defense response to virus [GO:0051607]		ATP binding [GO:0005524]; endonuclease activity [GO:0004519]; exonuclease activity [GO:0004527]; RNA binding [GO:0003723]; transferase activity [GO:0016740]	GO:0003723; GO:0004519; GO:0004527; GO:0005524; GO:0016740; GO:0051607
