Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
M1IU18	unreviewed	[LysW]-L-2-aminoadipate/[LysW]-L-glutamate phosphate reductase (EC 1.2.1.103) (EC 1.2.1.106)	argC lysY SacN8_03645	Sulfolobus acidocaldarius N8	350	cytoplasm [GO:0005737]; N-acetyl-gamma-aminoadipyl-phosphate reductase activity [GO:0043870]; N-acetyl-gamma-glutamyl-phosphate reductase activity [GO:0003942]; NAD binding [GO:0051287]; NADP+ binding [GO:0070401]; arginine biosynthetic process via ornithine [GO:0042450]; L-arginine biosynthetic process [GO:0006526]; lysine biosynthetic process via aminoadipic acid [GO:0019878]	arginine biosynthetic process via ornithine [GO:0042450]; L-arginine biosynthetic process [GO:0006526]; lysine biosynthetic process via aminoadipic acid [GO:0019878]	cytoplasm [GO:0005737]	N-acetyl-gamma-aminoadipyl-phosphate reductase activity [GO:0043870]; N-acetyl-gamma-glutamyl-phosphate reductase activity [GO:0003942]; NAD binding [GO:0051287]; NADP+ binding [GO:0070401]	GO:0003942; GO:0005737; GO:0006526; GO:0019878; GO:0042450; GO:0043870; GO:0051287; GO:0070401
M1IZR7	unreviewed	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	coaBC SacRon12I_02240	Sulfolobus acidocaldarius Ron12/I	409	phosphopantothenoylcysteine decarboxylase complex [GO:0071513]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; phosphopantothenate--cysteine ligase activity [GO:0004632]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]; coenzyme A biosynthetic process [GO:0015937]; pantothenate catabolic process [GO:0015941]	coenzyme A biosynthetic process [GO:0015937]; pantothenate catabolic process [GO:0015941]	phosphopantothenoylcysteine decarboxylase complex [GO:0071513]	FMN binding [GO:0010181]; metal ion binding [GO:0046872]; phosphopantothenate--cysteine ligase activity [GO:0004632]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]	GO:0004632; GO:0004633; GO:0010181; GO:0015937; GO:0015941; GO:0046872; GO:0071513
M1J1B0	unreviewed	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	SacRon12I_04110	Sulfolobus acidocaldarius Ron12/I	191	cytoplasm [GO:0005737]; dITP diphosphatase activity [GO:0035870]; ITP diphosphatase activity [GO:0036220]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; XTP diphosphatase activity [GO:0036222]; nucleotide metabolic process [GO:0009117]; purine nucleoside triphosphate catabolic process [GO:0009146]	nucleotide metabolic process [GO:0009117]; purine nucleoside triphosphate catabolic process [GO:0009146]	cytoplasm [GO:0005737]	dITP diphosphatase activity [GO:0035870]; ITP diphosphatase activity [GO:0036220]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; XTP diphosphatase activity [GO:0036222]	GO:0000166; GO:0005737; GO:0009117; GO:0009146; GO:0017111; GO:0035870; GO:0036220; GO:0036222; GO:0046872
M1J2B3	unreviewed	Bifunctional NAD(P)H-hydrate repair enzyme (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase (EC 5.1.99.6)]	nnrE nnrD SacN8_00270	Sulfolobus acidocaldarius N8	503	ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD(P)HX epimerase activity [GO:0052856]; metabolite repair [GO:0110051]; nicotinamide nucleotide metabolic process [GO:0046496]	metabolite repair [GO:0110051]; nicotinamide nucleotide metabolic process [GO:0046496]		ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD(P)HX epimerase activity [GO:0052856]	GO:0005524; GO:0046496; GO:0046872; GO:0052855; GO:0052856; GO:0110051
M1J3E5	unreviewed	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	coaBC SacN8_02245	Sulfolobus acidocaldarius N8	409	phosphopantothenoylcysteine decarboxylase complex [GO:0071513]; FMN binding [GO:0010181]; metal ion binding [GO:0046872]; phosphopantothenate--cysteine ligase activity [GO:0004632]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]; coenzyme A biosynthetic process [GO:0015937]; pantothenate catabolic process [GO:0015941]	coenzyme A biosynthetic process [GO:0015937]; pantothenate catabolic process [GO:0015941]	phosphopantothenoylcysteine decarboxylase complex [GO:0071513]	FMN binding [GO:0010181]; metal ion binding [GO:0046872]; phosphopantothenate--cysteine ligase activity [GO:0004632]; phosphopantothenoylcysteine decarboxylase activity [GO:0004633]	GO:0004632; GO:0004633; GO:0010181; GO:0015937; GO:0015941; GO:0046872; GO:0071513
M1J3J1	unreviewed	Carbamoyl phosphate synthase large chain (EC 6.3.4.16) (EC 6.3.5.5) (Carbamoyl phosphate synthetase ammonia chain)	carB SacRon12I_07875	Sulfolobus acidocaldarius Ron12/I	1052	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; carbamoyl-phosphate synthase (ammonia) activity [GO:0004087]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; metal ion binding [GO:0046872]; 'de novo' UMP biosynthetic process [GO:0044205]; glutamine metabolic process [GO:0006541]; L-arginine biosynthetic process [GO:0006526]	'de novo' UMP biosynthetic process [GO:0044205]; glutamine metabolic process [GO:0006541]; L-arginine biosynthetic process [GO:0006526]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; carbamoyl-phosphate synthase (ammonia) activity [GO:0004087]; carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity [GO:0004088]; metal ion binding [GO:0046872]	GO:0004087; GO:0004088; GO:0005524; GO:0005737; GO:0006526; GO:0006541; GO:0044205; GO:0046872
M1J4I1	unreviewed	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	SacN8_04120	Sulfolobus acidocaldarius N8	191	cytoplasm [GO:0005737]; dITP diphosphatase activity [GO:0035870]; ITP diphosphatase activity [GO:0036220]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; XTP diphosphatase activity [GO:0036222]; nucleotide metabolic process [GO:0009117]; purine nucleoside triphosphate catabolic process [GO:0009146]	nucleotide metabolic process [GO:0009117]; purine nucleoside triphosphate catabolic process [GO:0009146]	cytoplasm [GO:0005737]	dITP diphosphatase activity [GO:0035870]; ITP diphosphatase activity [GO:0036220]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; ribonucleoside triphosphate phosphatase activity [GO:0017111]; XTP diphosphatase activity [GO:0036222]	GO:0000166; GO:0005737; GO:0009117; GO:0009146; GO:0017111; GO:0035870; GO:0036220; GO:0036222; GO:0046872
M1J928	unreviewed	Bifunctional NAD(P)H-hydrate repair enzyme (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase (EC 5.1.99.6)]	nnrE nnrD SacRon12I_00270	Sulfolobus acidocaldarius Ron12/I	503	ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD(P)HX epimerase activity [GO:0052856]; metabolite repair [GO:0110051]; nicotinamide nucleotide metabolic process [GO:0046496]	metabolite repair [GO:0110051]; nicotinamide nucleotide metabolic process [GO:0046496]		ADP-dependent NAD(P)H-hydrate dehydratase activity [GO:0052855]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; NAD(P)HX epimerase activity [GO:0052856]	GO:0005524; GO:0046496; GO:0046872; GO:0052855; GO:0052856; GO:0110051
M1JBB2	unreviewed	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG SacRon12I_03875	Sulfolobus acidocaldarius Ron12/I	529	ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; glutaminase activity [GO:0004359]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; 'de novo' CTP biosynthetic process [GO:0044210]; pyrimidine nucleobase biosynthetic process [GO:0019856]	'de novo' CTP biosynthetic process [GO:0044210]; pyrimidine nucleobase biosynthetic process [GO:0019856]		ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; glutaminase activity [GO:0004359]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]	GO:0003883; GO:0004359; GO:0005524; GO:0019856; GO:0042802; GO:0044210; GO:0046872
M1JDH8	unreviewed	Ketol-acid reductoisomerase (NADP(+)) (KARI) (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (AHIR) (Alpha-keto-beta-hydroxylacyl reductoisomerase)	ilvC SacRon12I_07570	Sulfolobus acidocaldarius Ron12/I	332	isomerase activity [GO:0016853]; ketol-acid reductoisomerase activity [GO:0004455]; magnesium ion binding [GO:0000287]; NADP binding [GO:0050661]; isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]	isoleucine biosynthetic process [GO:0009097]; L-valine biosynthetic process [GO:0009099]		isomerase activity [GO:0016853]; ketol-acid reductoisomerase activity [GO:0004455]; magnesium ion binding [GO:0000287]; NADP binding [GO:0050661]	GO:0000287; GO:0004455; GO:0009097; GO:0009099; GO:0016853; GO:0050661
O54088	reviewed	Cytochrome b558/566 subunit A	cbsA Saci_1858	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	462	plasma membrane [GO:0005886]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; electron transport chain [GO:0022900]	electron transport chain [GO:0022900]	plasma membrane [GO:0005886]	heme binding [GO:0020037]; metal ion binding [GO:0046872]	GO:0005886; GO:0020037; GO:0022900; GO:0046872
P0DTT6	reviewed	Xylose/arabinose import ATP-binding protein XylG (EC 7.5.2.13)	xylG Saci_2120	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	251	plasma membrane [GO:0005886]; ABC-type D-xylose transporter activity [GO:0015614]; ABC-type L-arabinose transporter activity [GO:0015612]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		plasma membrane [GO:0005886]	ABC-type D-xylose transporter activity [GO:0015614]; ABC-type L-arabinose transporter activity [GO:0015612]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0005886; GO:0015612; GO:0015614; GO:0016887
P0DW67	reviewed	Reverse gyrase 2 (EC 5.6.2.-)	rgy2 topR2 Saci_1321.5	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	1153	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; reverse gyrase activity [GO:0160097]; zinc ion binding [GO:0008270]; DNA topological change [GO:0006265]	DNA topological change [GO:0006265]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; reverse gyrase activity [GO:0160097]; zinc ion binding [GO:0008270]	GO:0003677; GO:0005524; GO:0005737; GO:0006265; GO:0008270; GO:0160097
P11514	reviewed	DNA-directed RNA polymerase subunit Rpo1C (EC 2.7.7.6) (DNA-directed RNA polymerase subunit A'') (DNA-directed RNA polymerase subunit C) (Rpo1'')	rpo1C rpoA2 rpoC Saci_0691	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	393	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; DNA-templated transcription [GO:0006351]	DNA-templated transcription [GO:0006351]	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]	DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]	GO:0000428; GO:0003677; GO:0003899; GO:0005737; GO:0006351
P11521	reviewed	DNA-directed RNA polymerase subunit Rpo5 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit H)	rpo5 rpoB'' rpoH Saci_0694	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	84	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; DNA-templated transcription [GO:0006351]; transcription by RNA polymerase II [GO:0006366]; transcription elongation by RNA polymerase I [GO:0006362]; tRNA transcription by RNA polymerase III [GO:0042797]	DNA-templated transcription [GO:0006351]; transcription by RNA polymerase II [GO:0006366]; transcription elongation by RNA polymerase I [GO:0006362]; tRNA transcription by RNA polymerase III [GO:0042797]	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]	DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]	GO:0000428; GO:0003677; GO:0003899; GO:0005737; GO:0006351; GO:0006362; GO:0006366; GO:0042797
P13123	reviewed	DNA-binding protein 7d (7 kDa DNA-binding protein d) (Sac7d) [Cleaved into: DNA-binding protein 7a (7 kDa DNA-binding protein a) (Sac7a); DNA-binding protein 7b (7 kDa DNA-binding protein b) (Sac7b)]	Saci_0064	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	66	cytoplasm [GO:0005737]; DNA binding [GO:0003677]; RNA endonuclease activity [GO:0004521]		cytoplasm [GO:0005737]	DNA binding [GO:0003677]; RNA endonuclease activity [GO:0004521]	GO:0003677; GO:0004521; GO:0005737
P13125	reviewed	DNA-binding protein 7e (7 kDa DNA-binding protein e) (Sac7e)	Saci_0362	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	65	cytoplasm [GO:0005737]; DNA binding [GO:0003677]; RNA endonuclease activity [GO:0004521]		cytoplasm [GO:0005737]	DNA binding [GO:0003677]; RNA endonuclease activity [GO:0004521]	GO:0003677; GO:0004521; GO:0005737
P27414	reviewed	Signal recognition particle receptor FtsY (SRP receptor) (EC 3.6.5.4) (Docking protein) (P41)	ftsY dpa sso Saci_1462	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	369	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal recognition particle binding [GO:0005047]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	SRP-dependent cotranslational protein targeting to membrane [GO:0006614]	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	ATP hydrolysis activity [GO:0016887]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal recognition particle binding [GO:0005047]	GO:0003924; GO:0005047; GO:0005525; GO:0005737; GO:0005886; GO:0006614; GO:0016887
P39463	reviewed	DNA-directed RNA polymerase subunit Rpo6 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit K)	rpo6 rpoK Saci_1370	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	89	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; DNA-templated transcription [GO:0006351]; transcription by RNA polymerase I [GO:0006360]; transcription by RNA polymerase II [GO:0006366]; tRNA transcription by RNA polymerase III [GO:0042797]	DNA-templated transcription [GO:0006351]; transcription by RNA polymerase I [GO:0006360]; transcription by RNA polymerase II [GO:0006366]; tRNA transcription by RNA polymerase III [GO:0042797]	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]	DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]	GO:0000428; GO:0003677; GO:0003899; GO:0005737; GO:0006351; GO:0006360; GO:0006366; GO:0042797
P39472	reviewed	DNA-directed RNA polymerase subunit Rpo10 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit N)	rpo10 rpoN Saci_0087	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	66	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; zinc ion binding [GO:0008270]; DNA-templated transcription [GO:0006351]	DNA-templated transcription [GO:0006351]	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]	DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; zinc ion binding [GO:0008270]	GO:0000428; GO:0003677; GO:0003899; GO:0005737; GO:0006351; GO:0008270
P46217	reviewed	DNA-directed RNA polymerase subunit Rpo11 (EC 2.7.7.6) (DNA-directed RNA polymerase subunit L)	rpo11 rpoL Saci_0173	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	90	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]; DNA-templated transcription [GO:0006351]	DNA-templated transcription [GO:0006351]	cytoplasm [GO:0005737]; DNA-directed RNA polymerase complex [GO:0000428]	DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; protein dimerization activity [GO:0046983]	GO:0000428; GO:0003677; GO:0003899; GO:0005737; GO:0006351; GO:0046983
Q08713	reviewed	Superoxide dismutase [Fe] (EC 1.15.1.1)	sod sodF Saci_0195	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	211	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]		cytoplasm [GO:0005737]	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	GO:0004784; GO:0005737; GO:0046872
Q4J6H1	reviewed	(R)-citramalate synthase (EC 2.3.3.21) (Citramalate synthase) (CMS)	cimA Saci_2325	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	523	(R)-citramalate synthase activity [GO:0043714]; 2-isopropylmalate synthase activity [GO:0003852]; isoleucine biosynthetic process [GO:0009097]; L-leucine biosynthetic process [GO:0009098]	isoleucine biosynthetic process [GO:0009097]; L-leucine biosynthetic process [GO:0009098]		(R)-citramalate synthase activity [GO:0043714]; 2-isopropylmalate synthase activity [GO:0003852]	GO:0003852; GO:0009097; GO:0009098; GO:0043714
Q4J6M5	reviewed	Glyceraldehyde dehydrogenase small chain (EC 1.2.99.8) (Glyceraldehyde dehydrogenase subunit C) (Glyceraldehyde dehydrogenase subunit gamma)	cutC Saci_2270	Sulfolobus acidocaldarius (strain ATCC 33909 / DSM 639 / JCM 8929 / NBRC 15157 / NCIMB 11770)	163	cytoplasm [GO:0005737]; 2 iron, 2 sulfur cluster binding [GO:0051537]; glyceraldehyde oxidoreductase activity [GO:0043795]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the aldehyde or oxo group of donors [GO:0016903]		cytoplasm [GO:0005737]	2 iron, 2 sulfur cluster binding [GO:0051537]; glyceraldehyde oxidoreductase activity [GO:0043795]; metal ion binding [GO:0046872]; oxidoreductase activity, acting on the aldehyde or oxo group of donors [GO:0016903]	GO:0005737; GO:0016903; GO:0043795; GO:0046872; GO:0051537
